name,category_code,short_description,status,founded_year,funding_rounds,funding_total_usd,country_code,cluster,x,y,traction_score
FX Aligned,finance,FX Aligned provides foreign exchange services for large institutional investors.,closed,2011.0,1,1250000.0,USA,5,0.11520543,0.21804878,43.8
DyMynd,enterprise,DyMynd produces academically-grounded and actionable psychological surveys for financial institutionsand facilitates client relationships.,operating,2011.0,1,75000.0,USA,5,-0.0139938,0.165916,48.8
SingTel,public_relations,"SingTel is a Singaporean telecommunications company providing ISP, IPTV, mobile phone, and fixed line telephony services.",operating,,0,0.0,SGP,4,-0.08443435,-0.033015188,20.0
Youbetme,games_video,Youbetme is a peer-to-peer betting platform that allows its users to place and track wagers.,operating,2012.0,1,1115000.0,USA,2,-0.2433761,0.044580806,54.4
Enertiv,analytics,"Enertiv, a cleantech company, provides energy monitoring systems software, installation and implementation services.",operating,2011.0,1,550000.0,USA,3,0.19589499,0.077162094,52.3
Jasper Wireless,mobile,Jasper Wireless is a technology company providing platform solutions that enable mobile operators to achieve operational automation.,operating,2005.0,5,155300000.0,USA,4,0.022911772,-0.024315407,65.6
Travefy,web,"Travefy is a group travel planner that allows users to invite friends, collaborate on details, book hotels, and manage shared expenses.",operating,2012.0,2,415000.0,USA,2,-0.15528384,0.04983991,54.6
Datorama,software,"Datorama is a SaaS-based, big data management platform for advertisers and ad agencies.",operating,2012.0,1,3000000.0,USA,1,-0.12518638,0.083315454,56.2
Handybook,other,"Handybook provides a web app enabling people to book cleaners, plumbers, handymen and other household service providers.",operating,2012.0,2,12000000.0,USA,5,-0.084874,0.11380422,60.6
AppBarbecue Inc.,mobile,AppBarbecue helps indie mobile developers by providing online and cloud-based marketing and promotional tools.,operating,2011.0,1,0.0,USA,4,-0.2945754,-0.10027451,28.8
PrivateCore,software,PrivateCore enables enterprises to deploy servers in outsourced environments while maintaining data security.,operating,2011.0,1,2250000.0,USA,1,0.08491795,0.17658755,54.8
Adore Me,fashion,Adore Me is a French fashion brand specializing in lingerie.,operating,2011.0,3,11500000.0,USA,5,0.001995109,0.11329391,61.7
Fisoc,finance,"Fisoc offers Buzz Points, a merchant-funded loyalty program that brings together consumers and financial institutions.",operating,2009.0,5,21975429.0,USA,5,-0.101152666,0.170881,65.3
BigML,software,"BigML offers cloud-based machine learning services, distributed systems, and data visualization.",operating,2011.0,2,1400000.0,USA,1,-0.051057123,0.12072265,56.0
Ringadoc,software,Ringadoc provides cross-platform communication software that enables health care professionals and their patients to communicate virtually.,operating,2010.0,3,3100000.0,USA,0,0.15860112,-0.26689175,58.6
Acsendo,enterprise,"Acsendo, a SaaS-based solution categorizing employee performance and competencies, enables employers to automate the evaluation process.",operating,2008.0,1,150000.0,COL,1,0.080778554,0.11996938,47.6
Zumper,real_estate,Zumper is a real-time home and apartment rental platform for tenants and landlords to find and rent apartments.,operating,2012.0,1,1700000.0,USA,2,-0.1567626,-0.043965112,55.1
Hinge,social,Hinge is a mobile app that helpsyoung people meet dates through friends on Facebook.,operating,2011.0,2,5249455.0,USA,4,-0.18634084,-0.224634,58.4
Hover 3D,software,Hover is a 3D technology company leveraging crowdsourced imagery and other sensors to generate and augment data.,operating,2011.0,3,7513139.0,USA,2,-0.07053795,-0.05803251,61.0
THUBIT,social,"Thubit is a travel social network that provides users with a suite of personal, business and social services to facilitate travel.",operating,2011.0,1,400000.0,AUS,2,-0.19632107,-0.063821636,51.8
Zokos,web,Zokos is an online platform that uses 'friend-funding' to organize events and get-togethers.,operating,,1,210000.0,,2,-0.19013208,-0.06284576,43.8
Digital Domain Media Group,design,Digital Domain Media Group is a digital visual effects and computer-generated animation company.,closed,,3,58500000.0,USA,2,-0.033553965,-0.054732215,47.8
Goodreads,web,"Goodreads is a website that allows users to find, share, recommend and review the books they love.",acquired,2007.0,2,2750000.0,USA,2,-0.065037616,0.024383515,52.0
Marquee,web,Marquee houses a flexible publishing platform that provides entertainers with an authoring tool to craft content for their audience.,operating,2012.0,1,0.0,USA,2,-0.16125914,0.02045301,29.6
GoHealth,health,"GoHealth is an online portal for finding health insurance coverage, allowing users to compare health insurance quotes and purchase online.",operating,,1,50000000.0,USA,0,0.04079111,-0.094071284,53.6
Indow Windows,cleantech,Indow Windows designs and manufactures window inserts and sheets of acrylic glazingthat provide double pane window performance.,operating,2010.0,2,3900000.0,USA,3,0.09812076,0.033221878,57.0
Evertalk,web,Evertalk is a platform enabling users to create memorial pages for their lost ones and accept donations for memorial funds and charities.,operating,2012.0,0,0.0,USA,2,-0.10202212,-0.05828912,27.6
PetHub,software,PetHub is a mobile application that enables users to track their pets' movements through coded tags.,operating,2010.0,5,4750000.0,USA,4,-0.1815319,-0.29469508,63.4
BustedTees,web,Yotta is a cloud platform providing real-time commerce analytics for merchants and consumers.,operating,2004.0,0,0.0,USA,5,-0.15510839,0.2182171,21.2
Outfittery,fashion,PAUL Secret provides an online personal shopping service for people around the world.,operating,2012.0,2,0.0,DEU,5,-0.1718831,0.17899254,31.6
Spring Mobile Solutions,mobile,Spring Mobile Solutions provides enterprise mobility apps and services that allow businesses to connect with their mobile workforce.,operating,2001.0,5,100591501.0,USA,4,-0.09947299,-0.12448111,61.6
WorkWith.me,other,WorkWith.mewas a network that enabled people to connectwith companies through therecommendation of friends.,closed,2012.0,1,250000.0,ISR,2,-0.13268018,0.03651007,41.7
LuxTicket.sg,ecommerce,LuxTicket.sg specializes in providing luxury experience packages.,closed,2012.0,1,0.0,SGP,5,0.15127528,0.16161938,19.6
Schooner Information Technology,enterprise,"Schooner Information Technology develops SchoonerSQL, an SQL database, and Membrain, a software cache and NoSQL key-value store.",acquired,2007.0,2,35000000.0,USA,1,-0.070878856,0.10376444,56.5
TreSensa,games_video,TreSensa is a game development and distribution company optimizing games for the mobile web.,operating,2011.0,2,1300000.0,USA,4,-0.20118636,-0.09288452,55.9
LabDoor,mobile,"LabDoor is a web and mobile app that provides product safety grading for pharmaceuticals, supplements and cosmetics.",operating,2012.0,1,250000.0,USA,0,0.18146454,-0.09823177,51.7
Nara Logics,web,"Nara Logics maintains a Neural Network, a web-scale recommendation engine that aggregates, analyzes and re-indexes big data.",operating,2010.0,2,7200000.0,USA,1,-0.09518682,0.04776067,58.1
PAAY,mobile,"PAAY LLC provides mobile payment solutions for card processors, merchants and consumers.",operating,2012.0,2,8150000.0,USA,4,-0.039825343,0.036537062,59.9
Sorted,ecommerce,"Sorted is a community marketplace in the UK helping users find and book local help, such as cleaners, handymen, delivery drivers, and more.",operating,2012.0,1,3591.0,GBR,5,-0.11765205,0.15557963,44.2
Look.io,mobile,"Look IO is a plugin for iPhone, iPad and Android apps that overlays a live chat session with others.",acquired,2011.0,1,0.0,USA,4,-0.216375,-0.32957998,26.8
Level7,consulting,Level7 is a consulting-centric technology and interactive agency that helps clients solve their business challenges.,operating,1979.0,0,0.0,USA,1,0.0148498565,0.11512647,1.2
aevi,web,"Aevi is a website where people can record videos, write messages, upload files and assign them to those who wish to receive them.",operating,2012.0,2,176000.0,ISL,2,-0.101384275,-0.08682209,53.1
Migo.me,web,Migo.me is a social graph tool that allows users to discover people connected to their inner circle of friends.,operating,2013.0,1,300000.0,USA,2,-0.22907013,-0.1621378,52.9
Adcade,advertising,Adcade is a cross-platform media vendor and third party server that enables users to replicate Flash animation to create media-rich ads.,operating,2011.0,1,1500000.0,USA,2,-0.092367075,-0.027832385,54.1
ideeli,ecommerce,"ideeli is an online retail site offering a curated selection of apparel, accessories, shoes and travel products.",operating,2007.0,5,106800000.0,USA,5,-0.095167,0.20153399,66.5
RingCube Technologies,software,RingCube Technologies provides desktop virtualization services.,acquired,2005.0,3,26000000.0,USA,1,0.066460066,-0.15204658,56.4
Meru Networks,mobile,Meru Networks supplies wireless networking solutions such as WLAN system and Air Traffic Control to enterprises and different industries.,ipo,2002.0,6,163600000.0,USA,3,0.052839972,0.114137806,65.3
Apttus,software,"Apttus, a SaaS application provider, renders enterprise class applications for end to end management of business functions.",operating,2006.0,1,37000000.0,USA,1,0.04556624,0.21023402,55.8
Splurgy,enterprise,Splurgy provides a social platform for its users to createtheirpersonalized online promotions instantly.,operating,2011.0,1,550000.0,USA,2,-0.3015527,0.05849622,52.3
Evergram,messaging,"Evergram is a story-telling app that allows users to share their stories through photos, audio, video and text messages.",operating,2011.0,2,1600000.0,USA,2,-0.19112247,-0.2023913,56.2
Plivo,mobile,Plivo enables developers and businesses to build voice and SMS apps without carrier lock-in.,operating,2011.0,1,1750000.0,USA,4,-0.15612447,-0.08999261,54.4
Zao.com,social,Zao offers social recruiting and employee referral program management software for companies.,operating,2011.0,1,1300000.0,USA,1,-0.04829023,0.100525536,53.9
DropShip,software,"DropShip offers DropShip Commerce, a scalable online platform for integrating and managing drop ship partners, inventory, data and orders.",operating,2011.0,1,4300000.0,USA,5,-0.09822341,0.27796313,56.0
Contur,messaging,"Contur is a task-oriented inbox used in managing emails, and planning and executing projects and assignments.",closed,2011.0,1,20000.0,USA,1,0.008269183,-0.03444105,36.4
Atooma,mobile,Atooma is a mobile app that enables its users to get any kind of task in their devices automatically performed.,operating,2012.0,4,397200.0,USA,4,-0.22817251,-0.32042637,58.6
Shoeboxed,web,"Shoeboxed, a receipt and e-receipt organizing company, offers a fast,easy way to turn a pile of receipts into organized digital data.",operating,2007.0,3,2511360.0,USA,5,-0.055772997,0.10667599,55.8
Carhoots.com,automotive,Carhoots is an online community marketplace for car buyers.,operating,2012.0,1,240000.0,USA,5,-0.1353153,0.19933239,51.7
Addy,web,"Addy is a web platform that eases finding, describing and communicating locations across the world.",operating,2012.0,1,300000.0,USA,2,-0.22461939,-0.06374049,52.1
Maventus Group,software,Maventus offers social media software that enables businesses to manage and publish social media videos and marketing campaigns.,operating,2010.0,1,800000.0,USA,2,-0.26384705,-0.07635763,52.2
UniKey Technologies,mobile,Unikey Technologies develops passive access control products that include a Smartphone app that allows users to set-up touch-to-open locks.,operating,2010.0,2,2350000.0,USA,4,0.047819868,-0.2560292,56.1
qunb,software,Qunb is a cloud-based internet service start-upproviding data visualization services.,operating,2011.0,2,500000.0,FRA,1,-0.09184196,0.059081223,54.2
RadPad,mobile,RadPad is a mobile photo-based rental marketplace for property owners and renters to list and find rentals.,operating,2012.0,2,1000000.0,USA,4,-0.089673065,-0.08303043,56.2
Link To Media,web,Link To Media uses proprietary technology to analyze trends on social networks and search engines and create optimized content for websites.,operating,2011.0,1,250000.0,ESP,2,-0.20883253,-0.102063835,50.9
AlphaStripe,social,AlphaStripe was an online networking platform for military personnel and civiliansto record conflict zone memories and to make connections.,closed,2012.0,1,0.0,USA,2,-0.09402149,-0.16224088,19.6
